Data,Info,Valor,Info1,Info2,Info3,Info4,Info5,Info6,Info7,Info8,Info9,Info10
2021-12-31,direcionamento_6101_br,"7.300.959.762,50",direcionamento,6101,br,,,,,,,
2021-11-30,imoveis_area_privativa_rr,"115,23",imoveis,area,privativa,rr,,,,,,
2021-10-31,imoveis_dormitorio_4_mais_sc,"28,00",imoveis,dormitorio,4,mais,sc,,,,,
2020-03-31,imoveis_dormitorio_4_mais_ce,"37,00",imoveis,dormitorio,4,mais,ce,,,,,
2018-11-30,imoveis_garantia_alienacao_fiduciaria_pi,"465,00",imoveis,garantia,alienacao,fiduciaria,pi,,,,,
2018-07-31,direcionamento_6123_br,"83.374.928.046,20",direcionamento,6123,br,,,,,,,
2021-02-28,imoveis_area_total_rn,"74,31",imoveis,area,total,rn,,,,,,
2014-06-30,direcionamento_6720_br,"38.882.400.462,56",direcionamento,6720,br,,,,,,,
2020-04-30,imoveis_implantacao_condominio_rs,"1.719,00",imoveis,implantacao,condominio,rs,,,,,,
2018-09-30,imoveis_area_privativa_sc,"61,29",imoveis,area,privativa,sc,,,,,,
2018-01-31,imoveis_tipo_apartamento_mg,"2.244,00",imoveis,tipo,apartamento,mg,,,,,,
2020-05-31,direcionamento_6206_br,"9.126.612.197,33",direcionamento,6206,br,,,,,,,
2021-03-31,imoveis_tipo_apartamento_go,"1.710,00",imoveis,tipo,apartamento,go,,,,,,
2021-12-31,direcionamento_6102_br,"9.937.549.905,45",direcionamento,6102,br,,,,,,,
2021-11-30,imoveis_area_privativa_rs,"51,55",imoveis,area,privativa,rs,,,,,,
2021-10-31,imoveis_dormitorio_4_mais_se,"5,00",imoveis,dormitorio,4,mais,se,,,,,
2020-03-31,imoveis_dormitorio_4_mais_df,"95,00",imoveis,dormitorio,4,mais,df,,,,,
2018-11-30,imoveis_garantia_alienacao_fiduciaria_pr,"3.319,00",imoveis,garantia,alienacao,fiduciaria,pr,,,,,
2018-07-31,direcionamento_6124_br,"69.518.437,39",direcionamento,6124,br,,,,,,,
2021-02-28,imoveis_area_total_ro,"73,54",imoveis,area,total,ro,,,,,,
2014-06-30,direcionamento_6722_br,"411.192.993,85",direcionamento,6722,br,,,,,,,
2020-04-30,imoveis_implantacao_condominio_sc,"1.429,00",imoveis,implantacao,condominio,sc,,,,,,
2018-09-30,imoveis_area_privativa_se,"62,15",imoveis,area,privativa,se,,,,,,
2018-01-31,imoveis_tipo_apartamento_ms,"348,00",imoveis,tipo,apartamento,ms,,,,,,
2020-05-31,direcionamento_6208_br,"284.248.998,43",direcionamento,6208,br,,,,,,,
2021-03-31,imoveis_tipo_apartamento_ma,"274,00",imoveis,tipo,apartamento,ma,,,,,,
2021-12-31,direcionamento_6104_br,"42.700.218,19",direcionamento,6104,br,,,,,,,
2021-11-30,imoveis_area_privativa_sc,"60,08",imoveis,area,privativa,sc,,,,,,
2021-10-31,imoveis_dormitorio_4_mais_sp,"281,00",imoveis,dormitorio,4,mais,sp,,,,,
2020-03-31,imoveis_dormitorio_4_mais_es,"25,00",imoveis,dormitorio,4,mais,es,,,,,
2018-11-30,imoveis_garantia_alienacao_fiduciaria_rj,"2.909,00",imoveis,garantia,alienacao,fiduciaria,rj,,,,,
2018-07-31,direcionamento_6139_br,"7.739.797.666,53",direcionamento,6139,br,,,,,,,
2021-02-28,imoveis_area_total_rr,"68,85",imoveis,area,total,rr,,,,,,
2014-06-30,direcionamento_6730_br,"0,00",direcionamento,6730,br,,,,,,,
2020-04-30,imoveis_implantacao_condominio_se,"263,00",imoveis,implantacao,condominio,se,,,,,,
2018-09-30,imoveis_area_privativa_sp,"57,00",imoveis,area,privativa,sp,,,,,,
2018-01-31,imoveis_tipo_apartamento_mt,"382,00",imoveis,tipo,apartamento,mt,,,,,,
2020-05-31,direcionamento_6209_br,"6.167.542.342,44",direcionamento,6209,br,,,,,,,
2021-03-31,imoveis_tipo_apartamento_mg,"1.802,00",imoveis,tipo,apartamento,mg,,,,,,
2021-12-31,direcionamento_6107_br,"0,00",direcionamento,6107,br,,,,,,,
2021-11-30,imoveis_area_privativa_se,"60,77",imoveis,area,privativa,se,,,,,,
2021-10-31,imoveis_dormitorio_4_mais_to,"5,00",imoveis,dormitorio,4,mais,to,,,,,
2020-03-31,imoveis_dormitorio_4_mais_go,"88,00",imoveis,dormitorio,4,mais,go,,,,,
2018-11-30,imoveis_garantia_alienacao_fiduciaria_rn,"581,00",imoveis,garantia,alienacao,fiduciaria,rn,,,,,
2018-07-31,direcionamento_6143_br,"15.424.714.513,96",direcionamento,6143,br,,,,,,,
2021-02-28,imoveis_area_total_rs,"81,59",imoveis,area,total,rs,,,,,,
2014-07-31,direcionamento_6100_br,"291.964.138.342,34",direcionamento,6100,br,,,,,,,
2020-04-30,imoveis_implantacao_condominio_sp,"8.762,00",imoveis,implantacao,condominio,sp,,,,,,
2018-09-30,imoveis_area_privativa_to,"74,05",imoveis,area,privativa,to,,,,,,
2018-01-31,imoveis_tipo_apartamento_pa,"132,00",imoveis,tipo,apartamento,pa,,,,,,
2020-05-31,direcionamento_6210_br,"1.067.202.060,45",direcionamento,6210,br,,,,,,,
2021-03-31,imoveis_tipo_apartamento_ms,"405,00",imoveis,tipo,apartamento,ms,,,,,,
2021-12-31,direcionamento_6109_br,"817.287.824,79",direcionamento,6109,br,,,,,,,
2021-11-30,imoveis_area_privativa_sp,"51,50",imoveis,area,privativa,sp,,,,,,
2021-11-30,imoveis_dormitorio_1_ac,"3,00",imoveis,dormitorio,1,ac,,,,,,
2020-03-31,imoveis_dormitorio_4_mais_ma,"18,00",imoveis,dormitorio,4,mais,ma,,,,,
2018-11-30,imoveis_garantia_alienacao_fiduciaria_ro,"263,00",imoveis,garantia,alienacao,fiduciaria,ro,,,,,
2018-07-31,direcionamento_6166_br,"35.455.186.307,18",direcionamento,6166,br,,,,,,,
2021-02-28,imoveis_area_total_sc,"80,38",imoveis,area,total,sc,,,,,,
2014-07-31,direcionamento_6101_br,"38.166.759.294,26",direcionamento,6101,br,,,,,,,
2020-04-30,imoveis_implantacao_condominio_to,"119,00",imoveis,implantacao,condominio,to,,,,,,
2018-10-31,imoveis_area_privativa_ac,"77,76",imoveis,area,privativa,ac,,,,,,
2018-01-31,imoveis_tipo_apartamento_pb,"264,00",imoveis,tipo,apartamento,pb,,,,,,
2020-05-31,direcionamento_6214_br,"1.067.693.759,39",direcionamento,6214,br,,,,,,,
2021-03-31,imoveis_tipo_apartamento_mt,"685,00",imoveis,tipo,apartamento,mt,,,,,,
2021-12-31,direcionamento_6113_br,"45.720.040.142,38",direcionamento,6113,br,,,,,,,
2021-11-30,imoveis_area_privativa_to,"80,89",imoveis,area,privativa,to,,,,,,
2021-11-30,imoveis_dormitorio_1_al,"6,00",imoveis,dormitorio,1,al,,,,,,
2020-03-31,imoveis_dormitorio_4_mais_mg,"180,00",imoveis,dormitorio,4,mais,mg,,,,,
2018-11-30,imoveis_garantia_alienacao_fiduciaria_rr,"83,00",imoveis,garantia,alienacao,fiduciaria,rr,,,,,
2018-07-31,direcionamento_6172_br,"1.597.653.578,38",direcionamento,6172,br,,,,,,,
2021-02-28,imoveis_area_total_se,"88,76",imoveis,area,total,se,,,,,,
2014-07-31,direcionamento_6102_br,"21.378.303.061,80",direcionamento,6102,br,,,,,,,
2020-04-30,imoveis_implantacao_isolado_ac,"18,00",imoveis,implantacao,isolado,ac,,,,,,
2018-10-31,imoveis_area_privativa_al,"57,01",imoveis,area,privativa,al,,,,,,
2018-01-31,imoveis_tipo_apartamento_pe,"272,00",imoveis,tipo,apartamento,pe,,,,,,
2020-05-31,direcionamento_6215_br,"71.449.877.011,57",direcionamento,6215,br,,,,,,,
2021-03-31,imoveis_tipo_apartamento_pa,"235,00",imoveis,tipo,apartamento,pa,,,,,,
2021-12-31,direcionamento_6117_br,"12.984.635.317,18",direcionamento,6117,br,,,,,,,
2018-01-31,imoveis_area_total_ac,"125,77",imoveis,area,total,ac,,,,,,
2021-11-30,imoveis_dormitorio_1_am,"7,00",imoveis,dormitorio,1,am,,,,,,
2020-03-31,imoveis_dormitorio_4_mais_ms,"20,00",imoveis,dormitorio,4,mais,ms,,,,,
2018-11-30,imoveis_garantia_alienacao_fiduciaria_rs,"3.868,00",imoveis,garantia,alienacao,fiduciaria,rs,,,,,
2018-07-31,direcionamento_6707_br,"0,00",direcionamento,6707,br,,,,,,,
2021-02-28,imoveis_area_total_sp,"91,61",imoveis,area,total,sp,,,,,,
2014-07-31,direcionamento_6104_br,"630.425.368,91",direcionamento,6104,br,,,,,,,
2020-04-30,imoveis_implantacao_isolado_al,"197,00",imoveis,implantacao,isolado,al,,,,,,
2018-10-31,imoveis_area_privativa_am,"45,20",imoveis,area,privativa,am,,,,,,
2018-01-31,imoveis_tipo_apartamento_pi,"274,00",imoveis,tipo,apartamento,pi,,,,,,
2020-05-31,direcionamento_6216_br,"245.497.932.162,03",direcionamento,6216,br,,,,,,,
2021-03-31,imoveis_tipo_apartamento_pb,"216,00",imoveis,tipo,apartamento,pb,,,,,,
2021-12-31,direcionamento_6119_br,"4.103.435,51",direcionamento,6119,br,,,,,,,
2018-01-31,imoveis_area_total_al,"78,74",imoveis,area,total,al,,,,,,
2021-11-30,imoveis_dormitorio_1_ba,"52,00",imoveis,dormitorio,1,ba,,,,,,
2020-03-31,imoveis_dormitorio_4_mais_mt,"43,00",imoveis,dormitorio,4,mais,mt,,,,,
2018-11-30,imoveis_garantia_alienacao_fiduciaria_sc,"2.702,00",imoveis,garantia,alienacao,fiduciaria,sc,,,,,
2018-07-31,direcionamento_6716_br,"317.019,87",direcionamento,6716,br,,,,,,,
2021-02-28,imoveis_area_total_to,"121,25",imoveis,area,total,to,,,,,,
2014-07-31,direcionamento_6107_br,"72.209.564,00",direcionamento,6107,br,,,,,,,
2020-04-30,imoveis_implantacao_isolado_am,"175,00",imoveis,implantacao,isolado,am,,,,,,
2018-10-31,imoveis_area_privativa_ap,"106,00",imoveis,area,privativa,ap,,,,,,
2018-01-31,imoveis_tipo_apartamento_pr,"1.276,00",imoveis,tipo,apartamento,pr,,,,,,
2020-05-31,direcionamento_6217_br,"44.780.455.897,38",direcionamento,6217,br,,,,,,,
2021-03-31,imoveis_tipo_apartamento_pe,"431,00",imoveis,tipo,apartamento,pe,,,,,,
2021-12-31,direcionamento_6122_br,"0,00",direcionamento,6122,br,,,,,,,
2018-01-31,imoveis_area_total_am,"122,00",imoveis,area,total,am,,,,,,
2021-11-30,imoveis_dormitorio_1_ce,"54,00",imoveis,dormitorio,1,ce,,,,,,
2020-03-31,imoveis_dormitorio_4_mais_pa,"14,00",imoveis,dormitorio,4,mais,pa,,,,,
2018-11-30,imoveis_garantia_alienacao_fiduciaria_se,"435,00",imoveis,garantia,alienacao,fiduciaria,se,,,,,
2018-07-31,direcionamento_6719_br,"754.503.079,13",direcionamento,6719,br,,,,,,,
2021-03-31,imoveis_area_total_ac,"112,83",imoveis,area,total,ac,,,,,,
2014-07-31,direcionamento_6109_br,"1.551.831.610,18",direcionamento,6109,br,,,,,,,
2020-04-30,imoveis_implantacao_isolado_ap,"16,00",imoveis,implantacao,isolado,ap,,,,,,
2018-10-31,imoveis_area_privativa_ba,"61,50",imoveis,area,privativa,ba,,,,,,
2018-01-31,imoveis_tipo_apartamento_rj,"312,00",imoveis,tipo,apartamento,rj,,,,,,
2020-05-31,direcionamento_6218_br,"470.000,00",direcionamento,6218,br,,,,,,,
2021-03-31,imoveis_tipo_apartamento_pi,"117,00",imoveis,tipo,apartamento,pi,,,,,,
2021-12-31,direcionamento_6123_br,"794.285.012,79",direcionamento,6123,br,,,,,,,
2018-01-31,imoveis_area_total_ap,"105,00",imoveis,area,total,ap,,,,,,
2021-11-30,imoveis_dormitorio_1_df,"60,00",imoveis,dormitorio,1,df,,,,,,
2020-03-31,imoveis_dormitorio_4_mais_pb,"27,00",imoveis,dormitorio,4,mais,pb,,,,,
2018-11-30,imoveis_garantia_alienacao_fiduciaria_sp,"16.641,00",imoveis,garantia,alienacao,fiduciaria,sp,,,,,
2018-07-31,direcionamento_6720_br,"51.553.446.179,95",direcionamento,6720,br,,,,,,,
2021-03-31,imoveis_area_total_al,"96,35",imoveis,area,total,al,,,,,,
2014-07-31,direcionamento_6113_br,"31.037.561.977,58",direcionamento,6113,br,,,,,,,
2020-04-30,imoveis_implantacao_isolado_ba,"726,00",imoveis,implantacao,isolado,ba,,,,,,
2018-10-31,imoveis_area_privativa_ce,"74,82",imoveis,area,privativa,ce,,,,,,
2018-01-31,imoveis_tipo_apartamento_rn,"541,00",imoveis,tipo,apartamento,rn,,,,,,
2020-05-31,direcionamento_6266_br,"3.844.890.936,15",direcionamento,6266,br,,,,,,,
2021-03-31,imoveis_tipo_apartamento_pr,"1.475,00",imoveis,tipo,apartamento,pr,,,,,,
2021-12-31,direcionamento_6124_br,"0,00",direcionamento,6124,br,,,,,,,
2018-01-31,imoveis_area_total_ba,"64,68",imoveis,area,total,ba,,,,,,
2021-11-30,imoveis_dormitorio_1_es,"27,00",imoveis,dormitorio,1,es,,,,,,
2020-03-31,imoveis_dormitorio_4_mais_pe,"39,00",imoveis,dormitorio,4,mais,pe,,,,,
2018-11-30,imoveis_garantia_alienacao_fiduciaria_to,"176,00",imoveis,garantia,alienacao,fiduciaria,to,,,,,
2018-07-31,direcionamento_6722_br,"97.769.651,26",direcionamento,6722,br,,,,,,,
2021-03-31,imoveis_area_total_am,"98,84",imoveis,area,total,am,,,,,,
2014-07-31,direcionamento_6117_br,"9.262.786.808,40",direcionamento,6117,br,,,,,,,
2020-04-30,imoveis_implantacao_isolado_ce,"470,00",imoveis,implantacao,isolado,ce,,,,,,
2018-10-31,imoveis_area_privativa_df,"65,06",imoveis,area,privativa,df,,,,,,
2018-01-31,imoveis_tipo_apartamento_ro,"187,00",imoveis,tipo,apartamento,ro,,,,,,
2020-05-31,direcionamento_6280_br,"214.682.761,38",direcionamento,6280,br,,,,,,,
2021-03-31,imoveis_tipo_apartamento_rj,"592,00",imoveis,tipo,apartamento,rj,,,,,,
2021-12-31,direcionamento_6139_br,"1.560.055.387,35",direcionamento,6139,br,,,,,,,
2018-01-31,imoveis_area_total_ce,"85,73",imoveis,area,total,ce,,,,,,
2021-11-30,imoveis_dormitorio_1_go,"174,00",imoveis,dormitorio,1,go,,,,,,
2020-03-31,imoveis_dormitorio_4_mais_pi,"20,00",imoveis,dormitorio,4,mais,pi,,,,,
2018-11-30,imoveis_garantia_hipoteca_al,"16,00",imoveis,garantia,hipoteca,al,,,,,,
2018-07-31,direcionamento_6730_br,"12.544.544,07",direcionamento,6730,br,,,,,,,
2021-03-31,imoveis_area_total_ap,"105,58",imoveis,area,total,ap,,,,,,
2014-07-31,direcionamento_6119_br,"40.364.907,05",direcionamento,6119,br,,,,,,,
2020-04-30,imoveis_implantacao_isolado_df,"379,00",imoveis,implantacao,isolado,df,,,,,,
2018-10-31,imoveis_area_privativa_es,"58,90",imoveis,area,privativa,es,,,,,,
2018-01-31,imoveis_tipo_apartamento_rr,"54,00",imoveis,tipo,apartamento,rr,,,,,,
2020-05-31,direcionamento_6707_br,"0,00",direcionamento,6707,br,,,,,,,
2021-03-31,imoveis_tipo_apartamento_rn,"424,00",imoveis,tipo,apartamento,rn,,,,,,
2021-12-31,direcionamento_6143_br,"9.940.869.902,33",direcionamento,6143,br,,,,,,,
2018-01-31,imoveis_area_total_df,"109,50",imoveis,area,total,df,,,,,,
2021-11-30,imoveis_dormitorio_1_ma,"12,00",imoveis,dormitorio,1,ma,,,,,,
2020-03-31,imoveis_dormitorio_4_mais_pr,"93,00",imoveis,dormitorio,4,mais,pr,,,,,
2018-11-30,imoveis_garantia_hipoteca_am,"98,00",imoveis,garantia,hipoteca,am,,,,,,
2018-08-31,direcionamento_6100_br,"480.635.841.049,17",direcionamento,6100,br,,,,,,,
2021-03-31,imoveis_area_total_ba,"80,61",imoveis,area,total,ba,,,,,,
2014-07-31,direcionamento_6123_br,"79.148.915.753,51",direcionamento,6123,br,,,,,,,
2020-04-30,imoveis_implantacao_isolado_es,"258,00",imoveis,implantacao,isolado,es,,,,,,
2018-10-31,imoveis_area_privativa_go,"71,79",imoveis,area,privativa,go,,,,,,
2018-01-31,imoveis_tipo_apartamento_rs,"1.497,00",imoveis,tipo,apartamento,rs,,,,,,
2020-05-31,direcionamento_6716_br,"0,00",direcionamento,6716,br,,,,,,,
2021-03-31,imoveis_tipo_apartamento_ro,"194,00",imoveis,tipo,apartamento,ro,,,,,,
2021-12-31,direcionamento_6166_br,"58.434.911.782,73",direcionamento,6166,br,,,,,,,
2018-01-31,imoveis_area_total_es,"87,73",imoveis,area,total,es,,,,,,
2021-11-30,imoveis_dormitorio_1_mg,"312,00",imoveis,dormitorio,1,mg,,,,,,
2020-03-31,imoveis_dormitorio_4_mais_rj,"101,00",imoveis,dormitorio,4,mais,rj,,,,,
2018-11-30,imoveis_garantia_hipoteca_ap,"4,00",imoveis,garantia,hipoteca,ap,,,,,,
2018-08-31,direcionamento_6101_br,"30.606.902.176,82",direcionamento,6101,br,,,,,,,
2021-03-31,imoveis_area_total_ce,"84,49",imoveis,area,total,ce,,,,,,
2014-07-31,direcionamento_6124_br,"507.968.321,15",direcionamento,6124,br,,,,,,,
2020-04-30,imoveis_implantacao_isolado_go,"1.681,00",imoveis,implantacao,isolado,go,,,,,,
2018-10-31,imoveis_area_privativa_ma,"57,23",imoveis,area,privativa,ma,,,,,,
2018-01-31,imoveis_tipo_apartamento_sc,"720,00",imoveis,tipo,apartamento,sc,,,,,,
2020-05-31,direcionamento_6719_br,"853.863.539,60",direcionamento,6719,br,,,,,,,
2021-03-31,imoveis_tipo_apartamento_rr,"43,00",imoveis,tipo,apartamento,rr,,,,,,
2021-12-31,direcionamento_6172_br,"1.038.924.589,36",direcionamento,6172,br,,,,,,,
2018-01-31,imoveis_area_total_go,"80,00",imoveis,area,total,go,,,,,,
2021-11-30,imoveis_dormitorio_1_ms,"64,00",imoveis,dormitorio,1,ms,,,,,,
2020-03-31,imoveis_dormitorio_4_mais_rn,"22,00",imoveis,dormitorio,4,mais,rn,,,,,
2018-11-30,imoveis_garantia_hipoteca_ba,"286,00",imoveis,garantia,hipoteca,ba,,,,,,
2018-08-31,direcionamento_6102_br,"7.212.451.766,68",direcionamento,6102,br,,,,,,,
2021-03-31,imoveis_area_total_df,"88,80",imoveis,area,total,df,,,,,,
2014-07-31,direcionamento_6139_br,"18.229.385.101,45",direcionamento,6139,br,,,,,,,
2020-04-30,imoveis_implantacao_isolado_ma,"165,00",imoveis,implantacao,isolado,ma,,,,,,
2018-10-31,imoveis_area_privativa_mg,"59,40",imoveis,area,privativa,mg,,,,,,
2018-01-31,imoveis_tipo_apartamento_se,"211,00",imoveis,tipo,apartamento,se,,,,,,
2020-05-31,direcionamento_6720_br,"2.200.200.814,51",direcionamento,6720,br,,,,,,,
2021-03-31,imoveis_tipo_apartamento_rs,"1.028,00",imoveis,tipo,apartamento,rs,,,,,,
2021-12-31,direcionamento_6178_br,"15.808.668.748,90",direcionamento,6178,br,,,,,,,
2018-01-31,imoveis_area_total_ma,"58,72",imoveis,area,total,ma,,,,,,
2021-11-30,imoveis_dormitorio_1_mt,"73,00",imoveis,dormitorio,1,mt,,,,,,
2020-03-31,imoveis_dormitorio_4_mais_ro,"13,00",imoveis,dormitorio,4,mais,ro,,,,,
2018-11-30,imoveis_garantia_hipoteca_ce,"230,00",imoveis,garantia,hipoteca,ce,,,,,,
2018-08-31,direcionamento_6104_br,"424.706.245,05",direcionamento,6104,br,,,,,,,
2021-03-31,imoveis_area_total_es,"92,75",imoveis,area,total,es,,,,,,
2014-07-31,direcionamento_6143_br,"24.269.229.091,04",direcionamento,6143,br,,,,,,,
2020-04-30,imoveis_implantacao_isolado_mg,"2.494,00",imoveis,implantacao,isolado,mg,,,,,,
2018-10-31,imoveis_area_privativa_ms,"57,85",imoveis,area,privativa,ms,,,,,,
2018-01-31,imoveis_tipo_apartamento_sp,"4.194,00",imoveis,tipo,apartamento,sp,,,,,,
2020-05-31,direcionamento_6722_br,"0,00",direcionamento,6722,br,,,,,,,
2021-03-31,imoveis_tipo_apartamento_sc,"646,00",imoveis,tipo,apartamento,sc,,,,,,
2021-12-31,direcionamento_6180_br,"58.086.150,88",direcionamento,6180,br,,,,,,,
2018-01-31,imoveis_area_total_mg,"69,50",imoveis,area,total,mg,,,,,,
2021-11-30,imoveis_dormitorio_1_pa,"18,00",imoveis,dormitorio,1,pa,,,,,,
2020-03-31,imoveis_dormitorio_4_mais_rr,"4,00",imoveis,dormitorio,4,mais,rr,,,,,
2018-11-30,imoveis_garantia_hipoteca_df,"90,00",imoveis,garantia,hipoteca,df,,,,,,
2018-08-31,direcionamento_6107_br,"86.332.242,00",direcionamento,6107,br,,,,,,,
2021-03-31,imoveis_area_total_go,"89,23",imoveis,area,total,go,,,,,,
2014-07-31,direcionamento_6166_br,"20.317.443.258,61",direcionamento,6166,br,,,,,,,
2020-04-30,imoveis_implantacao_isolado_ms,"477,00",imoveis,implantacao,isolado,ms,,,,,,
2018-10-31,imoveis_area_privativa_mt,"61,14",imoveis,area,privativa,mt,,,,,,
2018-01-31,imoveis_tipo_apartamento_to,"139,00",imoveis,tipo,apartamento,to,,,,,,
2020-05-31,direcionamento_6730_br,"14.321.814,84",direcionamento,6730,br,,,,,,,
2021-03-31,imoveis_tipo_apartamento_se,"146,00",imoveis,tipo,apartamento,se,,,,,,
2021-12-31,direcionamento_6200_br,"59.794.142.388,53",direcionamento,6200,br,,,,,,,
2018-01-31,imoveis_area_total_ms,"60,00",imoveis,area,total,ms,,,,,,
2021-11-30,imoveis_dormitorio_1_pb,"36,00",imoveis,dormitorio,1,pb,,,,,,
2020-03-31,imoveis_dormitorio_4_mais_rs,"88,00",imoveis,dormitorio,4,mais,rs,,,,,
2018-11-30,imoveis_garantia_hipoteca_es,"47,00",imoveis,garantia,hipoteca,es,,,,,,
2018-08-31,direcionamento_6109_br,"1.462.715.834,36",direcionamento,6109,br,,,,,,,
2021-03-31,imoveis_area_total_ma,"74,93",imoveis,area,total,ma,,,,,,
2014-07-31,direcionamento_6172_br,"2.018.146.264,95",direcionamento,6172,br,,,,,,,
2020-04-30,imoveis_implantacao_isolado_mt,"796,00",imoveis,implantacao,isolado,mt,,,,,,
2018-10-31,imoveis_area_privativa_pa,"65,38",imoveis,area,privativa,pa,,,,,,
2018-01-31,imoveis_tipo_casa_ac,"4,00",imoveis,tipo,casa,ac,,,,,,
2020-05-31,direcionamento_6778_br,"62.361.328.436,56",direcionamento,6778,br,,,,,,,
2021-03-31,imoveis_tipo_apartamento_sp,"5.823,00",imoveis,tipo,apartamento,sp,,,,,,
2021-12-31,direcionamento_6201_br,"9.053.401.485,79",direcionamento,6201,br,,,,,,,
2018-01-31,imoveis_area_total_mt,"62,75",imoveis,area,total,mt,,,,,,
2021-11-30,imoveis_dormitorio_1_pe,"44,00",imoveis,dormitorio,1,pe,,,,,,
2020-03-31,imoveis_dormitorio_4_mais_sc,"66,00",imoveis,dormitorio,4,mais,sc,,,,,
2018-11-30,imoveis_garantia_hipoteca_go,"399,00",imoveis,garantia,hipoteca,go,,,,,,
2018-08-31,direcionamento_6113_br,"40.774.957.513,16",direcionamento,6113,br,,,,,,,
2021-03-31,imoveis_area_total_mg,"89,81",imoveis,area,total,mg,,,,,,
2014-07-31,direcionamento_6716_br,"484.030,05",direcionamento,6716,br,,,,,,,
2020-04-30,imoveis_implantacao_isolado_pa,"256,00",imoveis,implantacao,isolado,pa,,,,,,
2018-10-31,imoveis_area_privativa_pb,"56,50",imoveis,area,privativa,pb,,,,,,
2018-01-31,imoveis_tipo_casa_al,"478,00",imoveis,tipo,casa,al,,,,,,
2020-05-31,direcionamento_6800_br,"8.820.830.967,75",direcionamento,6800,br,,,,,,,
2021-03-31,imoveis_tipo_apartamento_to,"138,00",imoveis,tipo,apartamento,to,,,,,,
2021-12-31,direcionamento_6202_br,"1.706.780.933,93",direcionamento,6202,br,,,,,,,
2018-01-31,imoveis_area_total_pa,"79,88",imoveis,area,total,pa,,,,,,
2021-11-30,imoveis_dormitorio_1_pi,"1,00",imoveis,dormitorio,1,pi,,,,,,
2020-03-31,imoveis_dormitorio_4_mais_se,"14,00",imoveis,dormitorio,4,mais,se,,,,,
2018-11-30,imoveis_garantia_hipoteca_ma,"71,00",imoveis,garantia,hipoteca,ma,,,,,,
2018-08-31,direcionamento_6117_br,"18.798.045.519,80",direcionamento,6117,br,,,,,,,
2021-03-31,imoveis_area_total_ms,"85,08",imoveis,area,total,ms,,,,,,
2014-07-31,direcionamento_6719_br,"987.550.863,11",direcionamento,6719,br,,,,,,,
2020-04-30,imoveis_implantacao_isolado_pb,"315,00",imoveis,implantacao,isolado,pb,,,,,,
2018-10-31,imoveis_area_privativa_pe,"60,00",imoveis,area,privativa,pe,,,,,,
2018-01-31,imoveis_tipo_casa_am,"293,00",imoveis,tipo,casa,am,,,,,,
2020-05-31,direcionamento_6801_br,"3.035.169.261,89",direcionamento,6801,br,,,,,,,
2021-03-31,imoveis_tipo_casa_ac,"21,00",imoveis,tipo,casa,ac,,,,,,
2021-12-31,direcionamento_6204_br,"431.132.905,94",direcionamento,6204,br,,,,,,,
2018-01-31,imoveis_area_total_pb,"76,10",imoveis,area,total,pb,,,,,,
2021-11-30,imoveis_dormitorio_1_pr,"370,00",imoveis,dormitorio,1,pr,,,,,,
2020-03-31,imoveis_dormitorio_4_mais_sp,"403,00",imoveis,dormitorio,4,mais,sp,,,,,
2018-11-30,imoveis_garantia_hipoteca_mg,"421,00",imoveis,garantia,hipoteca,mg,,,,,,
2018-08-31,direcionamento_6119_br,"39.795.333,33",direcionamento,6119,br,,,,,,,
2021-03-31,imoveis_area_total_mt,"75,42",imoveis,area,total,mt,,,,,,
2014-07-31,direcionamento_6720_br,"39.482.721.379,67",direcionamento,6720,br,,,,,,,
2020-04-30,imoveis_implantacao_isolado_pe,"547,00",imoveis,implantacao,isolado,pe,,,,,,
2018-10-31,imoveis_area_privativa_pi,"60,86",imoveis,area,privativa,pi,,,,,,
2018-01-31,imoveis_tipo_casa_ap,"14,00",imoveis,tipo,casa,ap,,,,,,
2020-05-31,direcionamento_6802_br,"162.853.728,28",direcionamento,6802,br,,,,,,,
2021-03-31,imoveis_tipo_casa_al,"396,00",imoveis,tipo,casa,al,,,,,,
2021-12-31,direcionamento_6206_br,"28.803.762.815,32",direcionamento,6206,br,,,,,,,
2018-01-31,imoveis_area_total_pe,"64,79",imoveis,area,total,pe,,,,,,
2021-11-30,imoveis_dormitorio_1_rj,"244,00",imoveis,dormitorio,1,rj,,,,,,
2020-03-31,imoveis_dormitorio_4_mais_to,"19,00",imoveis,dormitorio,4,mais,to,,,,,
2018-11-30,imoveis_garantia_hipoteca_ms,"132,00",imoveis,garantia,hipoteca,ms,,,,,,
2018-08-31,direcionamento_6122_br,"0,00",direcionamento,6122,br,,,,,,,
2021-03-31,imoveis_area_total_pa,"95,13",imoveis,area,total,pa,,,,,,
2014-07-31,direcionamento_6722_br,"598.886.467,73",direcionamento,6722,br,,,,,,,
2020-04-30,imoveis_implantacao_isolado_pi,"120,00",imoveis,implantacao,isolado,pi,,,,,,
2018-10-31,imoveis_area_privativa_pr,"57,33",imoveis,area,privativa,pr,,,,,,
2018-01-31,imoveis_tipo_casa_ba,"1.290,00",imoveis,tipo,casa,ba,,,,,,
2020-05-31,direcionamento_6804_br,"0,00",direcionamento,6804,br,,,,,,,
2021-03-31,imoveis_tipo_casa_am,"522,00",imoveis,tipo,casa,am,,,,,,
2021-12-31,direcionamento_6208_br,"179.310.839,71",direcionamento,6208,br,,,,,,,
